Drama,1937,416
Drama,1938,415
Drama,1939,415
Drama,1940,347
Drama,1941,317
Drama,1942,363
Drama,1943,348
Drama,1944,297
Drama,1945,284
Drama,1946,358
Drama,1947,381
Drama,1948,410
Drama,1949,475
Drama,1950,533
Drama,1951,586
Drama,1952,573
Drama,1953,650
Drama,1954,683
Drama,1955,825
Drama,1956,836
Drama,1957,864
Drama,1958,882
Drama,1959,1045
Drama,1960,1043
Drama,1961,1094
Drama,1962,1064
Drama,1963,981
Drama,1964,1091
Drama,1965,1040
Drama,1966,1160
Drama,1967,1349
Drama,1968,1366
Drama,1969,1367
Drama,1970,1282
Drama,1971,1432
Drama,1972,1493
Drama,1973,1544
Drama,1974,1687
Drama,1975,1626
Drama,1976,1579
Drama,1977,1597
Drama,1978,1739
Drama,1979,1736
Drama,1980,1659
Drama,1981,1504
Drama,1982,1561
Drama,1983,1671
Drama,1984,1730
Drama,1985,1758
Drama,1986,1903
Drama,1987,1964
Drama,1988,1921
Drama,1989,2139
Drama,1990,2074
Drama,1991,2126
Drama,1992,2032
Drama,1993,2261
Drama,1994,2417
Drama,1995,2529
Drama,1996,2831
Drama,1997,2923
Drama,1998,3120
Drama,1999,3525
Drama,2000,3827
Drama,2001,4182
Drama,2002,4657
Drama,2003,4965
Drama,2004,5510
Drama,2005,6552
Drama,2006,7522
Drama,2007,6347
Drama,2008,6908
Drama,2009,7663
Drama,2010,8006
Drama,2011,7808
Drama,2012,8543
Drama,2013,7696
Drama,2014,7078
Drama,2015,7001
Drama,2016,7357
Drama,2017,3011
Fantasy,None,5
Fantasy,1896,2
Fantasy,1897,1
Fantasy,1898,10
Fantasy,1899,15
Fantasy,1900,19
Fantasy,1901,21
Fantasy,1902,14
Fantasy,1903,29
Fantasy,1904,13
Fantasy,1905,8
Fantasy,1906,14
Fantasy,1907,22
Fantasy,1908,21
Fantasy,1909,7
Fantasy,1910,11
Fantasy,1911,10
Fantasy,1912,7
Fantasy,1913,9
Fantasy,1914,8
Fantasy,1915,3
Fantasy,1916,7
Fantasy,1917,11
Fantasy,1918,6
Fantasy,1919,5
Fantasy,1920,4
Fantasy,1921,16
Fantasy,1922,11
Fantasy,1923,9
Fantasy,1924,8
Fantasy,1925,9
Fantasy,1926,9
Fantasy,1927,1
Fantasy,1928,5
Fantasy,1929,4
Fantasy,1930,6
Fantasy,1931,8
Fantasy,1932,9
Fantasy,1933,13
Fantasy,1934,15
Fantasy,1935,26
Fantasy,1936,15
Fantasy,1937,12
Fantasy,1938,12
Fantasy,1939,10
Fantasy,1940,14
Fantasy,1941,16
Fantasy,1942,16
Fantasy,1943,15
Fantasy,1944,21
Fantasy,1945,21
Fantasy,1946,19
Fantasy,1947,24
Fantasy,1948,19
Fantasy,1949,25
Fantasy,1950,25
Fantasy,1951,27
Fantasy,1952,24
Fantasy,1953,35
Fantasy,1954,47
Fantasy,1955,40
Fantasy,1956,31
Fantasy,1957,50
Fantasy,1958,39
Fantasy,1959,94
Fantasy,1960,128
Fantasy,1961,115
Fantasy,1962,65
Fantasy,1963,90
Fantasy,1964,131
Fantasy,1965,90
Fantasy,1966,259
Fantasy,1967,374
Fantasy,1968,372
Fantasy,1969,240
Fantasy,1970,166
Fantasy,1971,138
Fantasy,1972,115
Fantasy,1973,103
Fantasy,1974,141
Fantasy,1975,140
Fantasy,1976,155
Fantasy,1977,103
Fantasy,1978,101
Fantasy,1979,134
Fantasy,1980,85
Fantasy,1981,116
Fantasy,1982,120
Fantasy,1983,154
Fantasy,1984,157
Fantasy,1985,240
Fantasy,1986,244
Fantasy,1987,228
Fantasy,1988,256
Fantasy,1989,305
Fantasy,1990,346
Fantasy,1991,341
Fantasy,1992,358
Fantasy,1993,268
Fantasy,1994,297
Fantasy,1995,308
Fantasy,1996,444
Fantasy,1997,607
Fantasy,1998,651
Fantasy,1999,680
Fantasy,2000,735
Fantasy,2001,709
Fantasy,2002,689
Fantasy,2003,559
Fantasy,2004,559
Fantasy,2005,848
Fantasy,2006,840
Fantasy,2007,685
Fantasy,2008,579
Fantasy,2009,722
Fantasy,2010,907
Fantasy,2011,1002
Fantasy,2012,1143
Fantasy,2013,903
Fantasy,2014,898
Fantasy,2015,884
Fantasy,2016,906
Fantasy,2017,398
Horror,None,1
Horror,1895,1
Horror,1896,1
Horror,1897,3
Horror,1898,3
Horror,1899,4
Horror,1900,1
Horror,1901,1
Horror,1903,2
Horror,1906,2
Horror,1907,1
Horror,1908,3
Horror,1909,2
Horror,1910,4
Horror,1912,4
Horror,1913,4
Horror,1914,7
Horror,1915,5
Horror,1916,7
Horror,1917,8
Horror,1918,3
Horror,1919,8
Horror,1920,13
Horror,1921,8
Horror,1922,5
Horror,1923,4
Horror,1924,4
Horror,1925,5
Horror,1926,8
Horror,1927,8
Horror,1928,6
Horror,1929,7
Horror,1930,2
Horror,1931,13
Horror,1932,23
Horror,1933,15
Horror,1934,13
Horror,1935,16
Horror,1936,18
Horror,1937,4
Horror,1938,3
Horror,1939,13
Horror,1940,14
Horror,1941,16
Horror,1942,16
Horror,1943,17
Horror,1944,24
Horror,1945,17
Horror,1946,17
Horror,1947,8
Horror,1948,14
Horror,1949,11
Horror,1950,8
Horror,1951,49
Horror,1952,31
Horror,1953,30
Horror,1954,18
Horror,1955,25
Horror,1956,27
Horror,1957,61
Horror,1958,79
Horror,1959,85
Horror,1960,102
Horror,1961,125
Horror,1962,93
Horror,1963,105
Horror,1964,134
Horror,1965,123
Horror,1966,234
Horror,1967,329
Horror,1968,350
Horror,1969,172
Horror,1970,132
Horror,1971,167
Horror,1972,200
Horror,1973,184
Horror,1974,175
Horror,1975,143
Horror,1976,128
Horror,1977,125
Horror,1978,119
Horror,1979,112
Horror,1980,174
Horror,1981,172
Horror,1982,176
Horror,1983,162
Horror,1984,145
Horror,1985,161
Horror,1986,197
Horror,1987,248
Horror,1988,334
Horror,1989,361
Horror,1990,271
Horror,1991,206
Horror,1992,191
Horror,1993,171
Horror,1994,166
Horror,1995,246
Horror,1996,301
Horror,1997,313
Horror,1998,390
Horror,1999,401
Horror,2000,522
Horror,2001,466
Horror,2002,553
Horror,2003,568
Horror,2004,727
Horror,2005,841
Horror,2006,999
Horror,2007,830
Horror,2008,966
Horror,2009,1104
Horror,2010,1254
Horror,2011,1213
Horror,2012,1484
Horror,2013,1179
Horror,2014,1234
Horror,2015,1175
Horror,2016,1307
Horror,2017,380
Biography,None,7
Biography,1896,1
Biography,1899,2
Biography,1900,1
Biography,1902,1
Biography,1903,2
Biography,1905,1
Biography,1906,3
Biography,1908,1
Biography,1909,3
Biography,1910,3
Biography,1911,3
Biography,1912,2
Biography,1913,4
Biography,1914,2
Biography,1915,3
Biography,1916,4
Biography,1917,3
Biography,1918,2
Biography,1919,2
Biography,1920,2
Biography,1921,2
Biography,1922,3
Biography,1923,5
Biography,1924,1
Biography,1925,2
Biography,1926,3
Biography,1927,3
Biography,1928,6
Biography,1929,1
Biography,1930,4
Biography,1931,2
Biography,1932,3
Biography,1933,7
Biography,1934,11
Biography,1935,13
Biography,1936,17
Biography,1937,12
Biography,1938,16
Biography,1939,28
Biography,1940,27
Biography,1941,14
Biography,1942,22
Biography,1943,13
Biography,1944,16
Biography,1945,14
Biography,1946,14
Biography,1947,11
Biography,1948,14
Biography,1949,22
Biography,1950,16
Biography,1951,19
Biography,1952,30
Biography,1953,32
Biography,1954,27
Biography,1955,48
Biography,1956,30
Biography,1957,41
Biography,1958,33
Biography,1959,33
Biography,1960,31
Biography,1961,56
Biography,1962,39
Biography,1963,25
Biography,1964,26
Biography,1965,31
Biography,1966,23
Biography,1967,26
Biography,1968,24
Biography,1969,36
Biography,1970,40
Biography,1971,51
Biography,1972,54
Biography,1973,64
Biography,1974,70
Biography,1975,70
Biography,1976,70
Biography,1977,68
Biography,1978,71
Biography,1979,50
Biography,1980,79
Biography,1981,93
Biography,1982,63
Biography,1983,74
Biography,1984,63
Biography,1985,75
Biography,1986,105
Biography,1987,91
Biography,1988,105
Biography,1989,105
Biography,1990,108
Biography,1991,117
Biography,1992,104
Biography,1993,153
Biography,1994,171
Biography,1995,226
Biography,1996,247
Biography,1997,225
Biography,1998,300
Biography,1999,327
Biography,2000,380
Biography,2001,357
Biography,2002,309
Biography,2003,315
Biography,2004,346
Biography,2005,372
Biography,2006,365
Biography,2007,303
Biography,2008,380
Biography,2009,409
Biography,2010,546
Biography,2011,584
Biography,2012,655
Biography,2013,684
Biography,2014,618
Biography,2015,522
Biography,2016,447
Biography,2017,173
Music,None,6
Music,1903,1
Music,1905,5
Music,1906,3
Music,1907,1
Music,1908,1
Music,1913,1
Music,1922,2
Music,1923,5
Music,1924,1
Music,1926,11
Music,1927,5
Music,1928,22
Music,1929,27
Music,1930,43
Music,1931,13
Music,1932,20
Music,1933,34
Music,1934,31
Music,1935,39
Music,1936,47
Music,1937,51
Music,1938,58
Music,1939,50
Music,1940,39
Music,1941,54
Music,1942,57
Music,1943,56
Music,1944,51
Music,1945,35
Music,1946,51
Music,1947,40
Music,1948,52
Music,1949,56
Music,1950,37
Music,1951,42
Music,1952,38
Music,1953,52
Music,1954,49
Music,1955,49
Music,1956,43
Music,1957,52
Music,1958,52
Music,1959,33
Music,1960,20
Music,1961,40
Music,1962,48
Music,1963,71
Music,1964,110
Music,1965,106
Music,1966,70
Music,1967,77
Music,1968,99
Music,1969,127
Music,1970,114
Music,1971,127
Music,1972,109
Music,1973,107
Music,1974,126
Music,1975,131
Music,1976,154
Music,1977,137
Music,1978,148
Music,1979,135
Music,1980,174
Music,1981,172
Music,1982,232
Music,1983,235
Music,1984,250
Music,1985,244
Music,1986,186
Music,1987,229
Music,1988,216
Music,1989,235
Music,1990,239
Music,1991,271
Music,1992,282
Music,1993,344
Music,1994,303
Music,1995,313
Music,1996,271
Music,1997,391
Music,1998,371
Music,1999,423
Music,2000,480
Music,2001,522
Music,2002,638
Music,2003,790
Music,2004,866
Music,2005,1060
Music,2006,1048
Music,2007,824
Music,2008,943
Music,2009,1053
Music,2010,991
Music,2011,994
Music,2012,1136
Music,2013,835
Music,2014,761
Music,2015,621
Music,2016,686
Music,2017,308
War,1897,6
War,1898,17
War,1899,9
War,1900,3
War,1901,1
War,1903,1
War,1904,2
War,1905,1
War,1906,1
War,1909,4
War,1910,5
War,1911,6
War,1912,4
War,1913,5
War,1914,3
War,1915,8
War,1916,9
War,1917,8
War,1918,15
War,1919,5
War,1920,3
War,1921,4
War,1922,1
War,1923,4
War,1924,3
War,1925,3
War,1926,10
War,1927,14
War,1928,17
War,1929,4
War,1930,14
War,1931,21
War,1932,13
War,1933,26
War,1934,11
War,1935,13
War,1936,15
War,1937,24
War,1938,31
War,1939,42
War,1940,35
War,1941,61
War,1942,126
War,1943,137
War,1944,104
War,1945,70
War,1946,43
War,1947,23
War,1948,35
War,1949,34
War,1950,35
War,1951,53
War,1952,38
War,1953,68
War,1954,32
War,1955,50
War,1956,55
War,1957,63
War,1958,78
War,1959,81
War,1960,71
War,1961,80
War,1962,87
War,1963,104
War,1964,144
War,1965,197
War,1966,163
War,1967,107
War,1968,136
War,1969,101
War,1970,98
War,1971,77
War,1972,63
War,1973,63
War,1974,76
War,1975,75
War,1976,71
War,1977,80
War,1978,71
War,1979,71
War,1980,63
War,1981,72
War,1982,62
War,1983,91
War,1984,69
War,1985,84
War,1986,65
War,1987,102
War,1988,152
War,1989,164
War,1990,109
War,1991,66
War,1992,64
War,1993,58
War,1994,57
War,1995,72
War,1996,55
War,1997,73
War,1998,78
War,1999,82
War,2000,85
War,2001,117
War,2002,112
War,2003,126
War,2004,188
War,2005,165
War,2006,168
